mp-999576,0
mp-999566,0
mp-999558,0
mp-999557,0
mp-999552,0
mp-999550,0
mp-999545,0
mp-999543,0
mp-999542,0
mp-999540,0
mp-999539,1
mp-999517,0
mp-999516,0
mp-999508,0
mp-999507,0
mp-999491,0
mp-999489,0
mp-999484,0
mp-999454,0
mp-999446,0
mp-999441,0
mp-999440,0
mp-999438,0
mp-999395,0
mp-999393,0
mp-999391,0
mp-999390,0
mp-999389,0
mp-999378,0
mp-999337,0
mp-999292,0
mp-999290,0
mp-999258,0
mp-999257,0
mp-999256,0
mp-999249,0
mp-999208,0
mp-999207,0
mp-999201,0
mp-999195,0
mp-999189,0
mp-999188,0
mp-999178,0
mp-999122,0
mp-999096,0
mp-999083,0
mp-999079,0
mp-999076,0
mp-999072,0
mp-999069,0
mp-999068,0
mp-999067,0
mp-999060,0
mp-999059,0
mp-999054,0
mp-999053,0
mp-999052,0
mp-999047,0
mp-999046,0
mp-999027,0
mp-999002,0
mp-998988,0
mp-998987,0
mp-998986,0
mp-998985,0
mp-998982,0
mp-998979,0
mp-998974,0
mp-998973,0
mp-998971,0
mp-998970,0
mp-998965,0
mp-998927,0
mp-998918,0
mp-998916,0
mp-998913,0
mp-998845,0
mp-998781,0
mp-998762,0
mp-998761,0
mp-998627,0
mp-998624,0
mp-998609,0
mp-998543,0
mp-998527,1
mp-998435,0
mp-998429,0
mp-998422,0
mp-998420,0
mp-998414,0
mp-998397,0
mp-998365,0
mp-998363,0
mp-998309,0
mp-998308,0
mp-998241,0
mp-998227,0
mp-998160,0
mp-998159,0
mp-9981,0
mp-997616,0
mp-997554,0
mp-997553,0
mp-997552,0
mp-997539,0
mp-997534,0
mp-997523,0
mp-997515,0
mp-997504,0
mp-997498,0
mp-997184,0
mp-997183,0
mp-997181,0
mp-997180,0
mp-997167,0
mp-997163,0
mp-997162,0
mp-997160,1
mp-997159,1
mp-997107,0
mp-997095,0
mp-997017,0
mp-996999,0
mp-996996,1
mp-996995,1
mp-996994,1
mp-996973,0
mp-996958,0
mp-996957,0
mp-996948,0
mp-995434,0
mp-995285,0
mp-995,0
mp-9948,0
mp-9942,0
mp-9937,0
mp-9930,0
mp-9928,0
mp-9927,0
mp-9926,0
mp-9916,0
mp-9913,0
mp-990441,0
mp-9903,0
mp-990086,0
mp-990083,0
mp-99,0
mp-989585,0
mp-989569,0
mp-989559,0
mp-989556,0
mp-989549,0
mp-989544,0
mp-989525,0
mp-989521,0
mp-989401,0
mp-989179,0
mp-9884,0
mp-9873,0
mp-986,0
mp-985704,0
mp-985700,1
mp-985699,0
mp-985670,0
mp-985626,1
mp-985605,0
mp-985588,0
mp-985581,0
mp-985579,0
mp-985578,0
mp-985558,0
mp-985557,0
mp-985556,0
mp-985551,0
mp-985545,0
mp-985471,0
mp-985440,0
mp-985438,0
mp-985304,0
mp-985298,0
mp-985292,0
mp-985290,0
mp-985285,0
mp-985281,0
mp-985280,0
mp-985277,0
mp-985207,0
mp-984873,0
mp-984827,0
mp-984806,0
mp-984788,0
mp-984779,0
mp-984772,0
mp-984756,0
mp-984745,0
mp-984727,0
mp-984717,0
mp-984705,0
mp-984703,0
mp-984702,0
mp-984700,0
mp-984697,0
mp-984682,0
mp-984632,0
mp-984629,0
mp-984552,0
mp-984454,0
mp-984356,0
mp-984355,0
mp-984240,0
mp-984106,0
mp-984102,0
mp-984082,0
mp-984051,0
mp-984049,0
mp-984048,0
mp-983608,0
mp-983607,0
mp-983590,0
mp-983582,0
mp-983564,0
mp-983562,0
mp-983559,0
mp-983551,0
mp-983513,0
mp-983446,0
mp-983427,0
mp-983409,0
mp-9834,0
mp-983362,0
mp-983358,0
mp-9833,0
mp-983228,0
mp-983152,0
mp-9831,0
mp-983063,0
mp-982975,0
mp-982885,0
mp-982739,0
mp-982729,0
mp-982662,0
mp-982619,0
mp-982613,0
mp-982596,0
mp-982595,0
mp-982393,0
mp-982387,0
mp-982385,0
