mp-9999,0
mp-9998,0
mp-9996,0
mp-999576,1
mp-999566,1
mp-999558,1
mp-999557,1
mp-999552,1
mp-999550,1
mp-999549,0
mp-999545,1
mp-999544,0
mp-999543,1
mp-999542,1
mp-999540,1
mp-999539,1
mp-999517,1
mp-999516,1
mp-999508,1
mp-999507,1
mp-999503,0
mp-999502,0
mp-999501,0
mp-999498,0
mp-999496,0
mp-999495,0
mp-999491,1
mp-999490,0
mp-999489,1
mp-999488,0
mp-999485,0
mp-999484,1
mp-999474,0
mp-999473,0
mp-999472,0
mp-999471,0
mp-999470,0
mp-999469,0
mp-999461,0
mp-999460,0
mp-999455,0
mp-999454,1
mp-999450,0
mp-999448,0
mp-999447,0
mp-999446,1
mp-999441,1
mp-999440,1
mp-999439,0
mp-999438,1
mp-999437,0
mp-9994,0
mp-999396,0
mp-999395,1
mp-999394,0
mp-999393,1
mp-999392,0
mp-999391,1
mp-999390,1
mp-999389,1
mp-999388,0
mp-999378,1
mp-999377,0
mp-999376,0
mp-999357,0
mp-999355,0
mp-999339,0
mp-999338,0
mp-999337,1
mp-999336,0
mp-999335,0
mp-999319,0
mp-999318,0
mp-999317,0
mp-999308,0
mp-999307,0
mp-999306,0
mp-999305,0
mp-999303,0
mp-999300,0
mp-9993,0
mp-999298,0
mp-999296,0
mp-999295,0
mp-999294,0
mp-999293,0
mp-999292,1
mp-999291,0
mp-999290,1
mp-999289,0
mp-999288,0
mp-999287,0
mp-999274,0
mp-999269,0
mp-999267,0
mp-999266,0
mp-999265,0
mp-999264,0
mp-999263,0
mp-999259,0
mp-999258,1
mp-999257,1
mp-999256,1
mp-999249,1
mp-999208,1
mp-999207,1
mp-999206,0
mp-999205,0
mp-999204,0
mp-999203,0
mp-999201,1
mp-999200,0
mp-999198,0
mp-999197,0
mp-999195,1
mp-999193,0
mp-999192,0
mp-999190,0
mp-999189,1
mp-999188,1
mp-999187,0
mp-999178,1
mp-999177,0
mp-999145,0
mp-999144,0
mp-999143,0
mp-999142,0
mp-999141,0
mp-999139,0
mp-999138,0
mp-999137,0
mp-999136,0
mp-999135,0
mp-999133,0
mp-999132,0
mp-999130,0
mp-999129,0
mp-999127,0
mp-999126,0
mp-999124,0
mp-999123,0
mp-999122,1
mp-999121,0
mp-999120,0
mp-999119,0
mp-999118,0
mp-999117,0
mp-999096,1
mp-999088,0
mp-999086,0
mp-999083,1
mp-999079,1
mp-999076,1
mp-999072,1
mp-999069,1
mp-999068,1
mp-999067,1
mp-999060,1
mp-999059,1
mp-999054,1
mp-999053,1
mp-999052,1
mp-999047,1
mp-999046,1
mp-999027,1
mp-999002,1
mp-998988,1
